query,level,implicit_keywords,hard_constraints,req_flight,req_car,req_hotel,req_attraction,cities_count,implicit_keywords_count,balance,impossible,total_score
"Looking to arrange a one way break from Changchun to Dalian, Haikou, Ürümqi for elderly travelers and photography and with pets. I'll stay 9 days, need 1 hotel room(s), and my budget is 9000 USD. It would be amazing to visit Superb Dalian Museum if possible.",hard,"['elderly travelers', 'photography', 'with pets']","{'person_num': 1, 'budget': '9000', 'days': 9}","{'departure_city': 'Changchun', 'arrival_city': ['Dalian', 'Haikou', 'Ürümqi'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Superb Dalian Museum']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'photography', 'with pets']}",1.0,1.0,9
"Looking to travel from Anchorage to Albuquerque, Austin, Buffalo for nightlife enthusiast and road trip and couples trip. There are 2 of us, planning to stay 9 days and book 1 hotel room(s). Can you find a one way flight that fits a budget of 7900 USD? It would be amazing to visit Ancient Albuquerque Bridge if possible.",hard,"['nightlife enthusiast', 'road trip', 'couples trip']","{'person_num': 2, 'budget': '7900', 'days': 9}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'Austin', 'Buffalo'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Ancient Albuquerque Bridge']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['nightlife enthusiast', 'road trip', 'couples trip']}",1.0,1.0,9
"Eager to schedule a round trip getaway for 2 travelers from Seattle to Albuquerque, Atlanta, New York for with children and couples trip and luxury travelers. We'll stay 9 days, need 1 hotel room(s), and our collective budget is 6666. We'd like to rent a Luxury that seats 5 people, about 152.57 USD per day.",hard,"['with children', 'couples trip', 'luxury travelers']","{'person_num': 2, 'budget': '6666', 'days': 9}","{'departure_city': 'Seattle', 'arrival_city': ['Albuquerque', 'Atlanta', 'New York'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '152.57', 'car_type': 'Luxury', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'couples trip', 'luxury travelers']}",1.0,0.0,8
"Please assist with a one way travel plan for 3 travelers from Indianapolis to Washington, Fort Myers for with children and couples trip and foodie. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. We'd like to rent a Minivan that seats 7 people, about 106.8 USD per day.",hard,"['with children', 'couples trip', 'foodie']","{'person_num': 3, 'budget': '6666', 'days': 6}","{'departure_city': 'Indianapolis', 'arrival_city': ['Washington', 'Fort Myers'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '106.8', 'car_type': 'Minivan', 'capacity': '7'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'couples trip', 'foodie']}",1.0,0.0,7
"Want to visit Shanghai, Toronto from Paris for foodie and disabled traveler and couples trip! It's 3 of us, 6 days, 2 hotel room(s), one way flight. Can we keep it all under 6666? It would be great to visit Shanghai · Yousician Music Festival 2025 - Shanghai Edition while in Shanghai.",hard,"['foodie', 'disabled traveler', 'couples trip']","{'person_num': 3, 'budget': '6666', 'days': 6}","{'departure_city': 'Paris', 'arrival_city': ['Shanghai', 'Toronto'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Shanghai · Yousician Music Festival 2025 - Shanghai Edition']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'disabled traveler', 'couples trip']}",1.0,0.0,7
"I'm considering a one way getaway from Haikou to Beijing, Chengdu, Nanjing for couples trip and photography and elderly travelers. We are 3 travelers and we'll stay 9 days, need 2 hotel room(s), and our collective budget is 6666. We'd like to rent a SUV that seats 5 people, about 102.2 USD per day.",hard,"['couples trip', 'photography', 'elderly travelers']","{'person_num': 3, 'budget': '6666', 'days': 9}","{'departure_city': 'Haikou', 'arrival_city': ['Beijing', 'Chengdu', 'Nanjing'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '102.2', 'car_type': 'SUV', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'photography', 'elderly travelers']}",1.0,0.0,8
"Looking to travel from Phoenix to Los Angeles, Vancouver for foodie and photography and solo women. There are 1 of me, planning to stay 6 days and book 1 hotel room(s). Can you find a one way flight that fits a budget of 6666? Maybe stay at Los Angeles Sky Resort 74, which is well rated and has 5.0-star, for about 153.0 USD per night.",hard,"['foodie', 'photography', 'solo women']","{'person_num': 1, 'budget': '6666', 'days': 6}","{'departure_city': 'Phoenix', 'arrival_city': ['Los Angeles', 'Vancouver'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Los Angeles Sky Resort 74', 'price': '153.0', 'star': '5.0', 'rating': '9.2', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'photography', 'solo women']}",1.0,0.0,7
"We are 5 travelers. I am hoping to book a round trip ticket from Anchorage to Albuquerque, Austin, West Palm Beach for nightlife enthusiast and fast-Paced budget travel and foodie. Planning to spend 9 days and need 3 hotel room(s). Hoping not to exceed 8300 USD. By the way, I'm hoping for something like Hidden Albuquerque Grand with a special experience.",hard,"['nightlife enthusiast', 'fast-Paced budget travel', 'foodie']","{'person_num': 5, 'budget': '8300', 'days': 9}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'Austin', 'West Palm Beach'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Hidden Albuquerque Grand', 'price': '', 'star': '', 'rating': '4.1', 'rooms_count': '3'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['nightlife enthusiast', 'fast-Paced budget travel', 'foodie']}",1.0,1.0,9
"I'd love to take a round trip journey for 2 travelers from Guilin to Hohhot, Yantai for luxury travelers and foodie and with children. We'll stay 6 days, need 1 hotel room(s), and our collective budget is 7600 USD. Could you arrange a Hovercar for us in Hohhot? It should seat 2 people, about 191 USD per day.",hard,"['luxury travelers', 'foodie', 'with children']","{'person_num': 2, 'budget': '7600', 'days': 6}","{'departure_city': 'Guilin', 'arrival_city': ['Hohhot', 'Yantai'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '191', 'car_type': 'Hovercar', 'capacity': '2'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'foodie', 'with children']}",1.0,1.0,8
"I'm arranging a one way tour from Geneva to Luxembourg, Munich for with children and disabled traveler and photography. We are 4 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. We'd like to rent a SUV that seats 5 people, about 92.31 USD per day.",hard,"['with children', 'disabled traveler', 'photography']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Geneva', 'arrival_city': ['Luxembourg', 'Munich'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '92.31', 'car_type': 'SUV', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'disabled traveler', 'photography']}",1.0,0.0,7
"Looking for help planning a round trip jaunt for 3 travelers from Lanzhou to Haikou, Harbin for disabled traveler and luxury travelers and photography. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 9300 USD. Could you arrange a Classic for us in Haikou? It should seat 3 people, about 140 USD per day.",hard,"['disabled traveler', 'luxury travelers', 'photography']","{'person_num': 3, 'budget': '9300', 'days': 6}","{'departure_city': 'Lanzhou', 'arrival_city': ['Haikou', 'Harbin'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '140', 'car_type': 'Classic', 'capacity': '3'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['disabled traveler', 'luxury travelers', 'photography']}",1.0,1.0,8
"Could you plan a round trip expedition from Harbin to Changchun, Haikou for disabled traveler and elderly travelers and with pets. We are 4 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 8000 USD. It would be amazing to visit Ultra Changchun Plaza if possible.",hard,"['disabled traveler', 'elderly travelers', 'with pets']","{'person_num': 4, 'budget': '8000', 'days': 6}","{'departure_city': 'Harbin', 'arrival_city': ['Changchun', 'Haikou'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Ultra Changchun Plaza']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['disabled traveler', 'elderly travelers', 'with pets']}",1.0,1.0,8
"Help me set up a one way itinerary from Paris to Thessaloniki, Nuremberg for road trip and solo women and fast-Paced budget travel. I'll stay 6 days, need 1 hotel room(s), and my budget is 6666. I'd like to rent a Luxury that seats 5 people, about 160.62 USD per day.",hard,"['road trip', 'solo women', 'fast-Paced budget travel']","{'person_num': 1, 'budget': '6666', 'days': 6}","{'departure_city': 'Paris', 'arrival_city': ['Thessaloniki', 'Nuremberg'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '160.62', 'car_type': 'Luxury', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'solo women', 'fast-Paced budget travel']}",1.0,0.0,7
"I'd like to organize a one way journey from Singapore to Xi'an, Ningbo for couples trip and foodie and road trip for 5 people. We'll stay 6 days, need 3 hotel room(s), and would prefer the total to stay below 6666. Maybe stay at Big Wild Goose Loft Yanta, which is well rated and has 4.5-star, for about 78.0 USD per night.",hard,"['couples trip', 'foodie', 'road trip']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Singapore', 'arrival_city': [""Xi'an"", 'Ningbo'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Big Wild Goose Loft Yanta', 'price': '78.0', 'star': '4.5', 'rating': '9.0', 'rooms_count': '3'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'foodie', 'road trip']}",1.0,0.0,7
"We are 2 travelers. I am hoping to book a one way ticket from Shanghai to Beijing, Chengdu, Nanjing for disabled traveler and road trip and with children. Planning to spend 9 days and need 1 hotel room(s). Hoping not to exceed 6666. It would be great to visit Beijing · Wang Lexiong 2025 'X' Concert Tour - Beijing Venue while in Beijing.",hard,"['disabled traveler', 'road trip', 'with children']","{'person_num': 2, 'budget': '6666', 'days': 9}","{'departure_city': 'Shanghai', 'arrival_city': ['Beijing', 'Chengdu', 'Nanjing'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}","{'name': [""Beijing · Wang Lexiong 2025 'X' Concert Tour - Beijing Venue""]}",{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['disabled traveler', 'road trip', 'with children']}",1.0,0.0,8
"I'm dreaming of a one way escape for 3 travelers from Anchorage to Albuquerque, Buffalo, Cincinnati for elderly travelers and disabled traveler and business travelers. We'll stay 9 days, need 2 hotel room(s), and our collective budget is 8100 USD. It would be amazing to visit Future Albuquerque Center if possible.",hard,"['elderly travelers', 'disabled traveler', 'business travelers']","{'person_num': 3, 'budget': '8100', 'days': 9}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'Buffalo', 'Cincinnati'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Future Albuquerque Center']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'disabled traveler', 'business travelers']}",1.0,1.0,9
"Seeking your help for a one way outing from Dalian to Sanya, Shenyang for road trip and disabled traveler and couples trip. I'll stay 6 days, need 1 hotel room(s), and my budget is 9300 USD. By the way, I'm hoping for something like Wonder Sanya Inn with a special experience.",hard,"['road trip', 'disabled traveler', 'couples trip']","{'person_num': 1, 'budget': '9300', 'days': 6}","{'departure_city': 'Dalian', 'arrival_city': ['Sanya', 'Shenyang'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Wonder Sanya Inn', 'price': '', 'star': '', 'rating': '4.8', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'disabled traveler', 'couples trip']}",1.0,1.0,8
"I need advice on a round trip trek from Rome to Dublin, Alpes-Maritimes for foodie and nightlife enthusiast and luxury travelers. We are 3 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. It would be great to visit Echoes of the River while in Dublin.",hard,"['foodie', 'nightlife enthusiast', 'luxury travelers']","{'person_num': 3, 'budget': '6666', 'days': 6}","{'departure_city': 'Rome', 'arrival_city': ['Dublin', 'Alpes-Maritimes'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Echoes of the River']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'nightlife enthusiast', 'luxury travelers']}",1.0,0.0,7
"Help me organize a trip from Gran Canaria Island to Zaventem, Vienna for with children and photography and with pets. We'll be 4 in total, want to stay 6 days, need 2 hotel room(s), and are looking for a one way flight. We'd like to keep expenses under 6666. We'd like to rent a Minivan that seats 7 people, about 98.26 USD per day.",hard,"['with children', 'photography', 'with pets']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Gran Canaria Island', 'arrival_city': ['Zaventem', 'Vienna'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '98.26', 'car_type': 'Minivan', 'capacity': '7'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'photography', 'with pets']}",1.0,0.0,7
